idx,treespec,prod_wd,bark,Country,2021 ,2018 ,2015 ,2012 ,2009 ,2006 ,2003 ,2000 ,1997 ,1994 ,1991 ,1988 
"A,CONIF,RW_IN_PW,THS_M3,OVBK,DE",CONIF,RW_IN_PW,OVBK,DE,,,,9790.07,8782.21,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,DK",CONIF,RW_IN_PW,OVBK,DK,,,448.8,,599.5,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,EE",CONIF,RW_IN_PW,OVBK,EE,1267.0,1452.0,1220.0,1000.0,830.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,EL",CONIF,RW_IN_PW,OVBK,EL,,,,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,ES",CONIF,RW_IN_PW,OVBK,ES,4518.09,4068.72,3841.26,3017.28,3176.64,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,FI",CONIF,RW_IN_PW,OVBK,FI,27289.78,29348.81,25181.72,22488.13,17955.68,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,FR",CONIF,RW_IN_PW,OVBK,FR,5745.0,5450.92,5695.22,6365.08,8142.65,6624.11,6049.23,8374.62,6298.2,6599.11,5980.43,5973.49
"A,CONIF,RW_IN_PW,THS_M3,OVBK,HR",CONIF,RW_IN_PW,OVBK,HR,,,,,,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,HU",CONIF,RW_IN_PW,OVBK,HU,676.08,637.25,528.52,564.0,478.6,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,IE",CONIF,RW_IN_PW,OVBK,IE,1089.0,1108.0,966.3,914.32,745.53,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,IS",CONIF,RW_IN_PW,OVBK,IS,,,,0.0,,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,IT",CONIF,RW_IN_PW,OVBK,IT,,162.85,557.35,529.23,428.88,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,LI",CONIF,RW_IN_PW,OVBK,LI,0.15,0.0,0.0,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,LT",CONIF,RW_IN_PW,OVBK,LT,791.0,854.0,735.89,909.71,500.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,LU",CONIF,RW_IN_PW,OVBK,LU,41.33,44.1,100.4,8.16,8.3,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,LV",CONIF,RW_IN_PW,OVBK,LV,2239.6,2405.33,2312.88,1449.03,1026.41,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,MT",CONIF,RW_IN_PW,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,NL",CONIF,RW_IN_PW,OVBK,NL,323.44,333.36,288.9,226.2,211.56,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,NO",CONIF,RW_IN_PW,OVBK,NO,4713.04,4869.39,4996.52,4653.86,3797.77,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,PL",CONIF,RW_IN_PW,OVBK,PL,16510.7,19307.66,15093.13,13220.9,12465.42,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,PT",CONIF,RW_IN_PW,OVBK,PT,1596.37,2624.05,994.28,0.0,1081.05,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,RO",CONIF,RW_IN_PW,OVBK,RO,647.8,511.06,391.22,332.04,230.9,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,SE",CONIF,RW_IN_PW,OVBK,SE,30916.24,28063.38,33380.0,32467.0,28600.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,SI",CONIF,RW_IN_PW,OVBK,SI,291.48,732.26,611.11,257.99,234.61,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,SK",CONIF,RW_IN_PW,OVBK,SK,1067.38,1894.45,1322.8,1192.01,2310.41,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,UK",CONIF,RW_IN_PW,OVBK,UK,,1938.88,2027.95,2348.56,2078.5,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,AT",CONIF,RW_IN_PW,UNBK,AT,2531.38,2751.14,2377.53,2578.15,2527.49,2436.0,2593.0,1993.0,2480.0,2302.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,BE",CONIF,RW_IN_PW,UNBK,BE,,,,,1000.0,1150.0,1075.0,800.0,,,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,BG",CONIF,RW_IN_PW,UNBK,BG,1019.01,1337.43,1114.07,757.82,425.0,927.0,360.0,360.0,376.0,319.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,CH",CONIF,RW_IN_PW,UNBK,CH,338.35,344.87,224.95,,263.29,431.81,350.0,568.0,322.0,352.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,CY",CONIF,RW_IN_PW,UNBK,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,8.0,10.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,CZ",CONIF,RW_IN_PW,UNBK,CZ,,6537.0,4334.0,3881.0,4484.0,5868.0,4492.0,4436.0,5022.0,4663.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,DE",CONIF,RW_IN_PW,UNBK,DE,10505.31,7952.05,8175.86,8900.06,7983.83,9205.0,7402.0,7038.0,6624.0,7852.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,DK",CONIF,RW_IN_PW,UNBK,DK,,,408.0,,545.0,465.0,168.66,587.0,521.0,521.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,EE",CONIF,RW_IN_PW,UNBK,EE,1151.82,1320.0,1109.09,900.0,747.0,650.0,1700.0,2200.0,1390.0,585.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,EL",CONIF,RW_IN_PW,UNBK,EL,,,0.0,0.0,29.71,0.0,0.0,72.83,97.0,70.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,ES",CONIF,RW_IN_PW,UNBK,ES,3795.19,3417.72,3226.66,2391.01,2763.67,3209.0,2170.0,2158.0,3057.0,2544.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,EU27_2020",CONIF,RW_IN_PW,UNBK,EU27_2020,,,97412.2,90816.04,,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,FI",CONIF,RW_IN_PW,UNBK,FI,23561.67,25339.16,21741.24,19415.31,15502.73,18571.2,19525.0,19596.01,18409.0,17202.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,FR",CONIF,RW_IN_PW,UNBK,FR,4524.81,4293.2,4485.61,5013.19,6424.08,5391.03,4910.58,6749.15,5082.55,5318.24,4800.4,4797.76
"A,CONIF,RW_IN_PW,THS_M3,UNBK,HR",CONIF,RW_IN_PW,UNBK,HR,221.67,269.94,281.18,82.0,67.0,112.0,38.0,32.0,81.0,98.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,HU",CONIF,RW_IN_PW,UNBK,HU,540.87,509.8,422.82,451.2,382.9,300.0,284.0,289.2,164.0,340.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,IE",CONIF,RW_IN_PW,UNBK,IE,,,982.12,831.2,677.76,760.0,623.0,999.0,820.0,611.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,IS",CONIF,RW_IN_PW,UNBK,IS,,,,0.0,,0.0,,,0.0,0.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,IT",CONIF,RW_IN_PW,UNBK,IT,,148.05,327.85,,371.28,444.68,172.0,126.0,94.0,158.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,LI",CONIF,RW_IN_PW,UNBK,LI,0.14,0.0,0.0,,0.0,1.0,,,0.0,0.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,LT",CONIF,RW_IN_PW,UNBK,LT,700.0,757.0,652.0,806.0,443.0,660.0,915.0,500.0,880.0,372.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,LU",CONIF,RW_IN_PW,UNBK,LU,35.13,37.48,87.31,,7.54,12.87,15.61,2.0,,,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,LV",CONIF,RW_IN_PW,UNBK,LV,2036.0,2186.66,2102.62,1317.3,933.1,1166.3,1742.0,1596.0,1623.0,900.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,MT",CONIF,RW_IN_PW,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,NL",CONIF,RW_IN_PW,UNBK,NL,263.29,270.11,248.8,184.1,172.78,229.87,120.0,125.0,223.0,223.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,NO",CONIF,RW_IN_PW,UNBK,NO,4284.58,255.67,4542.29,4230.79,3452.52,3474.04,2983.0,3313.39,3344.0,3577.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,PL",CONIF,RW_IN_PW,UNBK,PL,14861.12,17378.63,13585.17,12040.24,11220.0,9650.0,9100.0,7843.0,5522.0,4228.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,PT",CONIF,RW_IN_PW,UNBK,PT,1116.34,1835.0,695.3,664.0,810.79,954.8,819.0,1286.0,930.0,970.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,RO",CONIF,RW_IN_PW,UNBK,RO,607.79,480.37,372.59,306.48,206.0,301.0,1136.0,971.0,1440.0,1168.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,SE",CONIF,RW_IN_PW,UNBK,SE,26884.0,24617.0,27810.0,26895.0,26000.0,22600.0,22200.0,20930.0,18750.0,20200.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,SI",CONIF,RW_IN_PW,UNBK,SI,262.33,659.04,550.0,232.19,211.15,331.35,452.0,302.0,375.0,264.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,SK",CONIF,RW_IN_PW,UNBK,SK,928.15,1647.35,1202.51,1083.65,2081.92,1086.76,1259.0,1158.0,1470.0,1257.0,,
"A,CONIF,RW_IN_PW,THS_M3,UNBK,UK",CONIF,RW_IN_PW,UNBK,UK,1895.24,1731.14,1810.67,2096.93,1855.8,2309.0,2364.0,2353.0,2624.0,2552.0,,
"A,NCONIF,RW,THS_M3,OVBK,AT",NCONIF,RW,OVBK,AT,3087.67,3531.88,3336.15,3458.72,2966.32,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,BE",NCONIF,RW,OVBK,BE,,,,,1699.5,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,BG",NCONIF,RW,OVBK,BG,3137.02,3560.4,4009.14,4493.0,3957.0,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,CH",NCONIF,RW,OVBK,CH,1567.91,1608.83,1684.96,1363.63,1540.78,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,CY",NCONIF,RW,OVBK,CY,,,,2.19,2.5,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,CZ",NCONIF,RW,OVBK,CZ,,,,2677.98,1600.5,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,DE",NCONIF,RW,OVBK,DE,,,,16648.13,13228.11,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,DK",NCONIF,RW,OVBK,DK,,,1010.0,,757.9,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,EE",NCONIF,RW,OVBK,EE,5747.0,6587.0,4720.0,3270.0,2385.0,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,EL",NCONIF,RW,OVBK,EL,,,,919.38,902.71,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,ES",NCONIF,RW,OVBK,ES,9475.05,10579.34,9776.58,12761.8,10322.38,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,FI",NCONIF,RW,OVBK,FI,15933.45,16307.24,14492.09,12320.52,10985.17,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,FR",NCONIF,RW,OVBK,FR,34270.0,33140.41,37350.73,37733.05,36199.55,37144.89,37430.03,42881.67,43768.64,46366.08,49811.81,45376.54
"A,NCONIF,RW,THS_M3,OVBK,HR",NCONIF,RW,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,HU",NCONIF,RW,OVBK,HU,6114.35,6003.83,5833.38,6217.5,5508.6,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,IE",NCONIF,RW,OVBK,IE,26.0,16.0,110.81,116.23,91.24,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,IS",NCONIF,RW,OVBK,IS,0.9,1.0,,0.34,,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,IT",NCONIF,RW,OVBK,IT,,4583.75,4960.71,6784.0,6724.14,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,LI",NCONIF,RW,OVBK,LI,2.4,3.36,3.18,13.6,5.0,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,LT",NCONIF,RW,OVBK,LT,3277.9,3717.0,3760.72,3700.9,3075.6,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,LU",NCONIF,RW,OVBK,LU,97.35,192.79,221.55,187.31,172.68,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,LV",NCONIF,RW,OVBK,LV,8360.4,7418.93,4858.42,6692.65,3606.38,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,MT",NCONIF,RW,OVBK,MT,,,,0.0,0.0,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,NL",NCONIF,RW,OVBK,NL,2401.78,2526.38,1776.9,536.5,561.41,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,NO",NCONIF,RW,OVBK,NO,1653.48,1624.5,1519.45,1507.75,1911.93,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,PL",NCONIF,RW,OVBK,PL,10872.94,12024.06,11935.95,10690.76,10150.22,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,PT",NCONIF,RW,OVBK,PT,12627.62,11301.16,10978.34,0.0,7249.54,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,RO",NCONIF,RW,OVBK,RO,11144.99,10509.69,9888.32,10789.19,8558.2,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,SE",NCONIF,RW,OVBK,SE,9652.28,10576.92,8440.0,8093.0,7200.0,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,SI",NCONIF,RW,OVBK,SI,1936.4,1697.39,2119.07,1601.59,1434.09,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,SK",NCONIF,RW,OVBK,SK,4140.53,4194.81,5198.8,4530.14,3149.92,,,,,,,
"A,NCONIF,RW,THS_M3,OVBK,UK",NCONIF,RW,OVBK,UK,,834.81,563.73,532.39,535.95,,,,,,,
"A,NCONIF,RW,THS_M3,UNBK,AT",NCONIF,RW,UNBK,AT,2756.85,3153462.0,2978.7,3088.15,2648.5,2799.0,2321.0,2047.0,2277.0,2332.0,,
"A,NCONIF,RW,THS_M3,UNBK,BE",NCONIF,RW,UNBK,BE,,2130.4,,,1545.0,1650.0,1540.0,1680.0,,,,
"A,NCONIF,RW,THS_M3,UNBK,BG",NCONIF,RW,UNBK,BG,2771.22,3055.01,3340.95,,3299.0,3867.0,3227.39,3176.4,2128.0,1810.0,,
"A,NCONIF,RW,THS_M3,UNBK,CH",NCONIF,RW,UNBK,CH,1426.81,1339.8,1551.67,1470.69,1419.32,1456.31,1100.0,1627.0,1401.0,1170.0,,
"A,NCONIF,RW,THS_M3,UNBK,CY",NCONIF,RW,UNBK,CY,0.87,1.25,1.89,1.8,2.05,1.4,0.97,1.17,1.9,2.9,,
"A,NCONIF,RW,THS_M3,UNBK,CZ",NCONIF,RW,UNBK,CZ,,1476.0,1778.0,2005.0,1455.0,1560.0,1480.0,1590.0,1549.0,793.0,,
"A,NCONIF,RW,THS_M3,UNBK,DE",NCONIF,RW,UNBK,DE,17876.91,19989.56,13563.09,13873.44,11023.42,12804.0,10855.0,10426.0,7145.0,10555.0,,
"A,NCONIF,RW,THS_M3,UNBK,DK",NCONIF,RW,UNBK,DK,,,841.67,,689.0,466.0,410.79,524.0,634.0,764.0,,
"A,NCONIF,RW,THS_M3,UNBK,EE",NCONIF,RW,UNBK,EE,4789.0,5489.17,3933.67,2943.0,2146.5,2150.0,3600.0,3040.0,2080.0,1762.0,,
"A,NCONIF,RW,THS_M3,UNBK,EL",NCONIF,RW,UNBK,EL,,,,,799.02,1133.16,1177.66,1644.55,1425.0,1462.0,,
"A,NCONIF,RW,THS_M3,UNBK,ES",NCONIF,RW,UNBK,ES,8085.43,9034.2,8348.13,,8051.46,7691.0,7130.0,6207.0,7477.0,6796.0,,
"A,NCONIF,RW,THS_M3,UNBK,EU27_2020",NCONIF,RW,UNBK,EU27_2020,,,145775.18,148388.3,125717.1,133909.22,131463.4,130263.95,,,,
"A,NCONIF,RW,THS_M3,UNBK,FI",NCONIF,RW,UNBK,FI,13787.9,14109.48,12539.82,10663.99,9506.46,8611.73,8708.01,8539.32,8250.0,7871.0,,
"A,NCONIF,RW,THS_M3,UNBK,FR",NCONIF,RW,UNBK,FR,31971.0,30526.4,31983.06,32301.23,30991.89,31826.25,32063.13,36920.92,37554.54,39778.0,42764.48,38991.73
"A,NCONIF,RW,THS_M3,UNBK,HR",NCONIF,RW,UNBK,HR,4194.63,4330.69,4340.59,4702.0,3621.0,3701.0,3315.0,3123.0,2629.0,2443.0,,
"A,NCONIF,RW,THS_M3,UNBK,HU",NCONIF,RW,UNBK,HU,5017.1,4931.0,4795.23,5101.49,4523.5,5111.0,5107.0,5205.7,3695.0,4023.0,,
"A,NCONIF,RW,THS_M3,UNBK,IE",NCONIF,RW,UNBK,IE,,,100.73,105.67,82.95,17.0,40.05,41.9,51.0,42.0,,
"A,NCONIF,RW,THS_M3,UNBK,IS",NCONIF,RW,UNBK,IS,0.9,1.0,,0.29,,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW,THS_M3,UNBK,IT",NCONIF,RW,UNBK,IT,,3819.79,3104.63,,6093.2,6745.22,6762.0,7610.0,7761.0,7863.0,,
"A,NCONIF,RW,THS_M3,UNBK,LI",NCONIF,RW,UNBK,LI,2.0,2.8,2.65,11.33,12.0,7.5,,,4.0,4.0,,
"A,NCONIF,RW,THS_M3,UNBK,LT",NCONIF,RW,UNBK,LT,2901.0,3293.0,2962.0,3279.0,2724.98,2890.0,2705.0,2620.0,2009.0,1015.0,,
"A,NCONIF,RW,THS_M3,UNBK,LU",NCONIF,RW,UNBK,LU,82.75,163.87,,,156.98,127.97,129.41,138.3,,,,
"A,NCONIF,RW,THS_M3,UNBK,LV",NCONIF,RW,UNBK,LV,6967.0,6082.45,4048.68,6020.25,3005.32,4343.3,5906.99,4686.0,3502.0,2900.0,,
"A,NCONIF,RW,THS_M3,UNBK,MT",NCONIF,RW,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW,THS_M3,UNBK,NL",NCONIF,RW,UNBK,NL,683.52,717.2,1555.7,460.8,477.36,456.96,450.0,394.0,415.0,442.0,,
"A,NCONIF,RW,THS_M3,UNBK,NO",NCONIF,RW,UNBK,NO,1390.34,1354.84,1266.21,1271.85,1593.27,1729.65,848.0,554.4,411.0,578.0,,
"A,NCONIF,RW,THS_M3,UNBK,PL",NCONIF,RW,UNBK,PL,9786.63,10822.73,10743.43,10365.77,9136.11,8980.5,8949.0,6484.0,5689.0,4784.0,,
"A,NCONIF,RW,THS_M3,UNBK,PT",NCONIF,RW,UNBK,PT,10102.1,9040.93,8782.68,7663.35,5944.62,7103.74,6141.0,5649.0,4218.0,4712.0,,
"A,NCONIF,RW,THS_M3,UNBK,RO",NCONIF,RW,UNBK,RO,10674.08,10035.67,9290.29,9958.42,7634.4,9296.0,8872.0,8229.7,8160.0,7983.0,,
"A,NCONIF,RW,THS_M3,UNBK,SE",NCONIF,RW,UNBK,SE,9200.0,9278.0,7040.0,6904.0,6000.0,6200.0,6550.0,6290.0,5390.0,5100.0,,
"A,NCONIF,RW,THS_M3,UNBK,SI",NCONIF,RW,UNBK,SI,1820.21,1595.54,1991.92,,1348.05,1293.91,1042.0,1044.0,1036.0,742.0,,
"A,NCONIF,RW,THS_M3,UNBK,SK",NCONIF,RW,UNBK,SK,3764.12,3813.46,4332.35,3775.12,2811.33,3083.08,2980.0,2952.0,2257.0,2271.0,,
"A,NCONIF,RW,THS_M3,UNBK,UK",NCONIF,RW,UNBK,UK,720.27,730.36,493.2,465.78,468.9,383.0,492.0,572.0,715.0,735.0,,
"A,NCONIF,RW_FW,THS_M3,OVBK,AT",NCONIF,RW_FW,OVBK,AT,2135.41,2268.69,2217.29,2456.92,2070.37,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,BE",NCONIF,RW_FW,OVBK,BE,,,,,742.5,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,BG",NCONIF,RW_FW,OVBK,BG,2098.77,2398.63,2693.49,2977.0,2582.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,CH",NCONIF,RW_FW,OVBK,CH,1146.47,1148.31,1186.3,,1065.85,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,CY",NCONIF,RW_FW,OVBK,CY,,,,1.69,1.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,CZ",NCONIF,RW_FW,OVBK,CZ,,,,1118.84,631.4,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,DE",NCONIF,RW_FW,OVBK,DE,,,,5935.8,5481.37,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,DK",NCONIF,RW_FW,OVBK,DK,,,745.8,,309.1,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,EE",NCONIF,RW_FW,OVBK,EE,3260.0,3738.0,2250.0,1340.0,890.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,EL",NCONIF,RW_FW,OVBK,EL,,,,809.39,741.74,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,ES",NCONIF,RW_FW,OVBK,ES,1543.28,1892.67,1914.1,3205.13,1923.08,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,FI",NCONIF,RW_FW,OVBK,FI,5321.71,4857.6,4634.43,4603.68,3889.02,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,FR",NCONIF,RW_FW,OVBK,FR,25218.0,23083.66,27489.28,28111.26,26858.57,26126.47,26569.1,27941.23,30580.92,32756.7,34652.81,30311.54
"A,NCONIF,RW_FW,THS_M3,OVBK,HR",NCONIF,RW_FW,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,HU",NCONIF,RW_FW,OVBK,HU,3374.5,3311.48,3104.46,3483.33,3348.7,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,IE",NCONIF,RW_FW,OVBK,IE,11.0,13.0,107.44,115.07,88.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,IS",NCONIF,RW_FW,OVBK,IS,0.7,1.0,,0.32,,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,IT",NCONIF,RW_FW,OVBK,IT,,3516.76,3992.64,5651.06,5330.3,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,LI",NCONIF,RW_FW,OVBK,LI,2.26,3.15,3.02,12.6,4.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,LT",NCONIF,RW_FW,OVBK,LT,1454.31,1476.0,1965.01,1681.72,1322.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,LU",NCONIF,RW_FW,OVBK,LU,25.35,45.43,47.36,17.03,14.01,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,LV",NCONIF,RW_FW,OVBK,LV,3150.0,2580.0,1200.0,844.56,1121.9,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,MT",NCONIF,RW_FW,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,NL",NCONIF,RW_FW,OVBK,NL,2172.13,2178.0,1429.0,279.9,282.35,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,NO",NCONIF,RW_FW,OVBK,NO,1310.08,1315.89,1319.7,1416.46,1788.79,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,PL",NCONIF,RW_FW,OVBK,PL,2588.99,2969.44,3113.67,2728.56,2311.94,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,PT",NCONIF,RW_FW,OVBK,PT,1646.98,1128.12,963.36,0.0,487.81,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,RO",NCONIF,RW_FW,OVBK,RO,5223.66,4691.53,4346.05,4660.93,3671.5,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,SE",NCONIF,RW_FW,OVBK,SE,3490.7,3115.62,4200.0,3540.0,3540.0,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,SI",NCONIF,RW_FW,OVBK,SI,997.16,978.84,1106.07,1009.03,924.29,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,SK",NCONIF,RW_FW,OVBK,SK,299.66,287.64,386.5,353.69,262.81,,,,,,,
"A,NCONIF,RW_FW,THS_M3,OVBK,UK",NCONIF,RW_FW,OVBK,UK,,700.09,400.05,400.05,400.05,,,,,,,
"A,NCONIF,RW_FW,THS_M3,UNBK,AT",NCONIF,RW_FW,UNBK,AT,1906.61,2025.62,1979.72,2193.68,1848.54,1883.0,1376.0,1237.0,1292.0,1296.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,BE",NCONIF,RW_FW,UNBK,BE,,1151.37,,,675.0,620.0,500.0,500.0,,,,
"A,NCONIF,RW_FW,THS_M3,UNBK,BG",NCONIF,RW_FW,UNBK,BG,1748.98,1998.86,2244.57,2602.76,2152.0,2615.0,1859.0,1793.0,1130.0,870.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,CH",NCONIF,RW_FW,UNBK,CH,1054.75,1056.44,1091.4,,980.58,908.4,600.0,808.0,629.0,563.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,CY",NCONIF,RW_FW,UNBK,CY,0.84,0.99,1.5,1.38,0.82,0.88,0.49,0.58,0.7,1.1,,
"A,NCONIF,RW_FW,THS_M3,UNBK,CZ",NCONIF,RW_FW,UNBK,CZ,,646.0,822.0,824.0,574.0,525.0,490.0,280.0,197.0,90.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,DE",NCONIF,RW_FW,UNBK,DE,13959.0,13240.49,5184.59,4946.5,4567.81,4017.0,1853.0,1112.0,1152.0,2730.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,DK",NCONIF,RW_FW,UNBK,DK,,,621.5,,281.0,330.0,287.98,224.0,264.0,274.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,EE",NCONIF,RW_FW,UNBK,EE,2716.67,3115.0,1875.0,1206.0,801.0,750.0,1100.0,750.0,960.0,424.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,EL",NCONIF,RW_FW,UNBK,EL,,,,,683.36,973.88,889.59,1412.41,1132.0,1196.0,,
