idx,treespec,prod_wd,bark,Country,2021 ,2018 ,2015 ,2012 ,2009 ,2006 ,2003 ,2000 ,1997 ,1994 ,1991 ,1988 
"A,NCONIF,RW_IN_O,THS_M3,OVBK,CZ",NCONIF,RW_IN_O,OVBK,CZ,,,,23.86,19.8,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,DE",NCONIF,RW_IN_O,OVBK,DE,,,,1729.81,1403.93,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,DK",NCONIF,RW_IN_O,OVBK,DK,,,18.0,,16.73,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,EE",NCONIF,RW_IN_O,OVBK,EE,30.0,30.0,30.0,30.0,35.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,EL",NCONIF,RW_IN_O,OVBK,EL,,,,17.59,25.75,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,ES",NCONIF,RW_IN_O,OVBK,ES,161.38,223.11,176.46,213.86,347.12,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,FI",NCONIF,RW_IN_O,OVBK,FI,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,FR",NCONIF,RW_IN_O,OVBK,FR,313.0,481.07,275.06,307.03,294.2,308.04,239.88,292.79,287.3,206.96,231.0,256.0
"A,NCONIF,RW_IN_O,THS_M3,OVBK,HR",NCONIF,RW_IN_O,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,HU",NCONIF,RW_IN_O,OVBK,HU,718.27,740.06,840.13,720.04,557.2,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,IE",NCONIF,RW_IN_O,OVBK,IE,1.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,IS",NCONIF,RW_IN_O,OVBK,IS,,,,0.01,,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,IT",NCONIF,RW_IN_O,OVBK,IT,,,36.89,370.8,520.27,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,LI",NCONIF,RW_IN_O,OVBK,LI,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,LT",NCONIF,RW_IN_O,OVBK,LT,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,LU",NCONIF,RW_IN_O,OVBK,LU,0.16,0.3,0.0,0.29,0.27,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,LV",NCONIF,RW_IN_O,OVBK,LV,648.0,374.88,372.86,98.49,17.21,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,MT",NCONIF,RW_IN_O,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,NL",NCONIF,RW_IN_O,OVBK,NL,10.27,7.63,5.3,10.6,11.34,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,NO",NCONIF,RW_IN_O,OVBK,NO,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,PL",NCONIF,RW_IN_O,OVBK,PL,40.27,64.85,134.39,110.35,381.62,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,PT",NCONIF,RW_IN_O,OVBK,PT,250.0,221.74,346.53,0.0,36.59,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,RO",NCONIF,RW_IN_O,OVBK,RO,755.29,751.42,529.32,722.88,676.1,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,SE",NCONIF,RW_IN_O,OVBK,SE,175.5,171.0,300.0,300.0,300.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,SI",NCONIF,RW_IN_O,OVBK,SI,31.99,54.99,76.79,23.32,20.33,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,SK",NCONIF,RW_IN_O,OVBK,SK,8.31,8.86,4.4,2.53,7.1,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,UK",NCONIF,RW_IN_O,OVBK,UK,,54.85,55.09,55.01,55.01,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,AT",NCONIF,RW_IN_O,UNBK,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,BE",NCONIF,RW_IN_O,UNBK,BE,,,,,50.0,50.0,50.0,50.0,,,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,BG",NCONIF,RW_IN_O,UNBK,BG,11.02,11.9,11.9,18.17,17.0,20.0,28.17,28.2,40.0,50.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,CH",NCONIF,RW_IN_O,UNBK,CH,2.97,3.96,5.42,,4.52,4.73,0.0,0.0,10.0,10.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,CY",NCONIF,RW_IN_O,UNBK,CY,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.2,0.3,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,CZ",NCONIF,RW_IN_O,UNBK,CZ,,3.0,20.0,18.0,18.0,18.0,20.0,15.0,15.0,50.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,DE",NCONIF,RW_IN_O,UNBK,DE,7.64,0.44,1199.33,1441.51,1169.94,1274.0,1588.0,1409.0,586.0,800.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,DK",NCONIF,RW_IN_O,UNBK,DK,,,15.0,,15.21,9.0,43.04,125.0,134.0,26.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,EE",NCONIF,RW_IN_O,UNBK,EE,25.0,25.0,25.0,27.0,31.5,50.0,600.0,270.0,75.0,25.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,EL",NCONIF,RW_IN_O,UNBK,EL,,,,,0.0,21.4,28.47,35.54,82.0,75.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,ES",NCONIF,RW_IN_O,UNBK,ES,142.01,196.34,155.29,166.81,270.75,599.0,230.0,290.0,388.0,286.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,EU27_2020",NCONIF,RW_IN_O,UNBK,EU27_2020,,,4002.58,4213.1,,,6743.85,,,,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,FI",NCONIF,RW_IN_O,UNBK,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,FR",NCONIF,RW_IN_O,UNBK,FR,269.18,413.72,236.55,264.04,253.02,264.91,206.3,251.8,247.08,177.98,198.66,220.16
"A,NCONIF,RW_IN_O,THS_M3,UNBK,HR",NCONIF,RW_IN_O,UNBK,HR,1.04,2.33,8.08,49.0,374.0,304.0,195.0,140.0,82.0,41.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,HU",NCONIF,RW_IN_O,UNBK,HU,584.75,607.24,688.9,586.12,452.7,765.0,696.0,1099.6,616.0,365.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,IE",NCONIF,RW_IN_O,UNBK,IE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,IS",NCONIF,RW_IN_O,UNBK,IS,,,,0.01,,0.0,,,0.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,IT",NCONIF,RW_IN_O,UNBK,IT,,,33.54,,398.4,536.47,227.0,608.0,760.0,639.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,LI",NCONIF,RW_IN_O,UNBK,LI,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,LT",NCONIF,RW_IN_O,UNBK,LT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,10.0,49.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,LU",NCONIF,RW_IN_O,UNBK,LU,0.14,0.25,0.0,,0.25,0.0,0.57,0.3,,,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,LV",NCONIF,RW_IN_O,UNBK,LV,540.0,312.4,310.72,89.54,14.34,115.0,101.3,65.0,1.0,190.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,MT",NCONIF,RW_IN_O,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,NL",NCONIF,RW_IN_O,UNBK,NL,8.52,6.51,4.6,9.1,9.75,12.23,37.0,31.0,2.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,NO",NCONIF,RW_IN_O,UNBK,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,PL",NCONIF,RW_IN_O,UNBK,PL,36.25,58.37,120.97,99.33,343.49,494.3,492.0,323.0,371.0,0.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,PT",NCONIF,RW_IN_O,UNBK,PT,200.0,177.39,277.22,123.3,30.0,30.0,30.0,30.0,35.0,24.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,RO",NCONIF,RW_IN_O,UNBK,RO,711.18,719.06,499.36,667.21,603.1,1569.0,1723.0,2125.0,2952.0,3030.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,SE",NCONIF,RW_IN_O,UNBK,SE,150.0,150.0,250.0,250.0,250.0,100.0,100.0,100.0,40.0,300.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,SI",NCONIF,RW_IN_O,UNBK,SI,30.08,51.69,72.18,21.92,19.11,16.43,211.0,84.0,11.0,51.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,SK",NCONIF,RW_IN_O,UNBK,SK,7.55,8.06,3.68,2.1,6.33,159.19,132.0,86.0,10.0,48.0,,
"A,NCONIF,RW_IN_O,THS_M3,UNBK,UK",NCONIF,RW_IN_O,UNBK,UK,48.13,47.99,48.2,48.13,48.13,48.0,48.0,48.0,48.0,48.0,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,AT",NCONIF,RW_IN_PW,OVBK,AT,638.22,898.6,786.41,671.31,572.86,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,BE",NCONIF,RW_IN_PW,OVBK,BE,,,,,220.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,BG",NCONIF,RW_IN_PW,OVBK,BG,645.47,736.93,843.37,1020.0,960.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,CH",NCONIF,RW_IN_PW,OVBK,CH,174.13,205.74,238.16,,176.01,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,CY",NCONIF,RW_IN_PW,OVBK,CY,,,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,CZ",NCONIF,RW_IN_PW,OVBK,CZ,,,,442.82,377.3,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,DE",NCONIF,RW_IN_PW,OVBK,DE,,,,5172.58,3451.45,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,DK",NCONIF,RW_IN_PW,OVBK,DK,,,63.7,,175.62,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,EE",NCONIF,RW_IN_PW,OVBK,EE,1405.0,1612.0,1520.0,1200.0,930.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,EL",NCONIF,RW_IN_PW,OVBK,EL,,,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,ES",NCONIF,RW_IN_PW,OVBK,ES,6877.13,7294.8,6594.68,7198.47,6864.83,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,FI",NCONIF,RW_IN_PW,OVBK,FI,9452.54,10217.3,8794.08,6817.36,6322.65,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,FR",NCONIF,RW_IN_PW,OVBK,FR,3724.0,4132.81,4441.71,4336.38,3818.78,4856.15,4902.19,5049.2,5055.14,5271.69,5204.0,5237.0
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,HR",NCONIF,RW_IN_PW,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,HU",NCONIF,RW_IN_PW,OVBK,HU,689.46,509.9,678.21,746.46,562.7,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,IE",NCONIF,RW_IN_PW,OVBK,IE,5.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,IS",NCONIF,RW_IN_PW,OVBK,IS,,,,0.0,,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,IT",NCONIF,RW_IN_PW,OVBK,IT,,201.26,511.69,196.55,221.35,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,LI",NCONIF,RW_IN_PW,OVBK,LI,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,LT",NCONIF,RW_IN_PW,OVBK,LT,682.29,876.0,536.12,585.78,555.4,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,LU",NCONIF,RW_IN_PW,OVBK,LU,57.3,105.36,127.63,106.28,99.03,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,LV",NCONIF,RW_IN_PW,OVBK,LV,2340.0,1816.88,1100.36,2364.21,921.06,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,MT",NCONIF,RW_IN_PW,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,NL",NCONIF,RW_IN_PW,OVBK,NL,153.36,219.89,234.4,154.8,179.14,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,NO",NCONIF,RW_IN_PW,OVBK,NO,341.63,281.23,198.76,88.5,116.34,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,PL",NCONIF,RW_IN_PW,OVBK,PL,5121.71,5845.62,5276.15,4710.64,4627.32,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,PT",NCONIF,RW_IN_PW,OVBK,PT,10361.09,9698.63,9640.25,0.0,6608.6,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,RO",NCONIF,RW_IN_PW,OVBK,RO,759.69,636.82,555.54,334.46,316.7,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,SE",NCONIF,RW_IN_PW,OVBK,SE,5752.08,7062.3,3700.0,4013.0,3120.0,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,SI",NCONIF,RW_IN_PW,OVBK,SI,410.2,366.17,594.9,301.5,168.99,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,SK",NCONIF,RW_IN_PW,OVBK,SK,2161.19,2232.21,2937.1,2437.45,1835.94,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,OVBK,UK",NCONIF,RW_IN_PW,OVBK,UK,,4.56,20.87,2.04,5.25,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,AT",NCONIF,RW_IN_PW,UNBK,AT,569.84,802.32,702.15,599.39,511.49,507.0,548.0,390.0,292.0,250.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,BE",NCONIF,RW_IN_PW,UNBK,BE,,,,,200.0,280.0,250.0,400.0,,,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,BG",NCONIF,RW_IN_PW,UNBK,BG,586.79,669.93,702.8,835.97,800.0,790.0,611.22,597.2,551.0,479.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,CH",NCONIF,RW_IN_PW,UNBK,CH,160.2,189.28,219.1,,161.94,202.55,150.0,243.0,162.0,165.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,CY",NCONIF,RW_IN_PW,UNBK,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,CZ",NCONIF,RW_IN_PW,UNBK,CZ,,392.0,440.0,453.0,343.0,531.0,473.0,645.0,797.0,400.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,DE",NCONIF,RW_IN_PW,UNBK,DE,1118.65,3221.71,3822.29,4310.49,2876.21,3683.0,3725.0,3080.0,2114.0,3831.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,DK",NCONIF,RW_IN_PW,UNBK,DK,,,53.08,,159.65,34.0,0.0,0.0,50.0,50.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,EE",NCONIF,RW_IN_PW,UNBK,EE,1170.83,1343.33,1266.67,1080.0,837.0,800.0,1200.0,1600.0,922.0,884.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,EL",NCONIF,RW_IN_PW,UNBK,EL,,,0.0,0.0,16.82,0.0,0.0,39.74,47.0,54.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,ES",NCONIF,RW_IN_PW,UNBK,ES,5845.56,6200.58,5605.48,5551.95,5354.57,4335.0,3300.0,3235.0,2909.0,3188.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,EU27_2020",NCONIF,RW_IN_PW,UNBK,EU27_2020,,,46579.9,45424.64,,,,,,,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,FI",NCONIF,RW_IN_PW,UNBK,FI,8148.09,8807.31,7580.5,5876.56,5450.12,5066.49,5144.0,4556.77,4372.0,4022.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,FR",NCONIF,RW_IN_PW,UNBK,FR,3202.64,3554.22,3819.87,3729.29,3284.15,4176.29,4215.88,4342.31,4347.42,4533.65,4475.44,4503.82
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,HR",NCONIF,RW_IN_PW,UNBK,HR,236.26,263.27,667.75,1035.0,691.0,714.0,556.0,519.0,178.0,389.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,HU",NCONIF,RW_IN_PW,UNBK,HU,570.44,422.11,567.87,621.84,470.2,175.0,299.0,322.4,206.0,516.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,IE",NCONIF,RW_IN_PW,UNBK,IE,,,0.0,0.0,0.0,0.0,0.0,13.5,13.0,10.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,IS",NCONIF,RW_IN_PW,UNBK,IS,,,,0.0,,0.0,,,0.0,0.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,IT",NCONIF,RW_IN_PW,UNBK,IT,,167.72,341.13,,222.83,374.02,422.0,582.0,552.0,662.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,LI",NCONIF,RW_IN_PW,UNBK,LI,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,LT",NCONIF,RW_IN_PW,UNBK,LT,604.0,776.0,475.0,519.0,492.08,695.0,655.0,600.0,650.0,368.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,LU",NCONIF,RW_IN_PW,UNBK,LU,48.71,89.56,110.98,,90.03,79.72,72.95,70.4,,,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,LV",NCONIF,RW_IN_PW,UNBK,LV,1950.0,1514.07,916.97,2149.28,767.55,1492.3,1783.0,1921.0,652.0,900.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,MT",NCONIF,RW_IN_PW,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,NL",NCONIF,RW_IN_PW,UNBK,NL,131.08,188.12,201.2,133.4,151.61,111.39,70.0,72.0,82.0,83.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,NO",NCONIF,RW_IN_PW,UNBK,NO,297.07,64.42,165.63,73.75,96.95,63.77,42.2,52.46,151.0,194.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,PL",NCONIF,RW_IN_PW,UNBK,PL,4610.0,5261.59,4749.01,4737.99,4165.0,3920.0,4150.0,3145.0,2651.0,2249.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,PT",NCONIF,RW_IN_PW,UNBK,PT,8288.87,7758.9,7712.2,7046.0,5419.05,6559.35,5521.0,5177.0,3450.0,3958.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,RO",NCONIF,RW_IN_PW,UNBK,RO,715.32,609.39,524.09,308.71,282.5,521.0,1350.0,681.0,496.0,356.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,SE",NCONIF,RW_IN_PW,UNBK,SE,4916.0,6195.0,3090.0,3504.0,2600.0,3900.0,3000.0,2830.0,3050.0,2500.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,SI",NCONIF,RW_IN_PW,UNBK,SI,385.59,344.2,559.21,283.41,158.85,113.54,120.0,94.0,170.0,132.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,SK",NCONIF,RW_IN_PW,UNBK,SK,1964.72,2029.28,2447.62,2031.21,1638.58,1589.53,1958.0,1960.0,1457.0,1160.0,,
"A,NCONIF,RW_IN_PW,THS_M3,UNBK,UK",NCONIF,RW_IN_PW,UNBK,UK,3.15,3.99,18.26,1.79,4.59,60.0,192.0,219.0,277.0,250.0,,
"A,TOTAL,RW,THS_M3,OVBK,AT",TOTAL,RW,OVBK,AT,20630.7,21495.11,19655.47,20183.16,18734.73,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,BE",TOTAL,RW,OVBK,BE,,,,,4834.5,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,BG",TOTAL,RW,OVBK,BG,6256.66,7381.91,7343.41,7076.0,5388.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,CH",TOTAL,RW,OVBK,CH,5238.36,5463.15,4778.47,4667.28,5159.02,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,CY",TOTAL,RW,OVBK,CY,,,,13.68,12.29,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,CZ",TOTAL,RW,OVBK,CZ,,,,18859.24,17052.2,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,DE",TOTAL,RW,OVBK,DE,,,,58959.29,53982.94,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,DK",TOTAL,RW,OVBK,DK,,,3915.2,,3094.3,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,EE",TOTAL,RW,OVBK,EE,12213.0,13997.0,10860.0,8100.0,6000.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,EL",TOTAL,RW,OVBK,EL,,,,1255.42,1387.15,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,ES",TOTAL,RW,OVBK,ES,18871.63,22210.49,20463.97,19508.33,17136.84,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,FI",TOTAL,RW,OVBK,FI,76347.96,78167.43,68035.17,59902.24,48296.28,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,FR",TOTAL,RW,OVBK,FR,58999.13,56030.02,60164.06,60788.79,64683.89,62500.64,61761.14,77135.74,67881.6,70625.54,73998.7,68289.1
"A,TOTAL,RW,THS_M3,OVBK,HR",TOTAL,RW,OVBK,HR,,,,,,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,HU",TOTAL,RW,OVBK,HU,7323.95,7160.08,7019.3,7273.28,6409.1,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,IE",TOTAL,RW,OVBK,IE,4334.0,3848.0,3198.76,2838.46,2671.65,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,IS",TOTAL,RW,OVBK,IS,2.6,3.0,,4.02,,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,IT",TOTAL,RW,OVBK,IT,,7038.17,7920.77,9084.24,8990.85,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,LI",TOTAL,RW,OVBK,LI,16.28,29.08,23.54,26.8,25.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,LT",TOTAL,RW,OVBK,LT,7473.59,7881.0,7601.58,7811.51,6162.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,LU",TOTAL,RW,OVBK,LU,330.99,526.94,438.1,314.25,301.17,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,LV",TOTAL,RW,OVBK,LV,18234.0,16449.4,13928.73,13852.93,11787.07,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,MT",TOTAL,RW,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,NL",TOTAL,RW,OVBK,NL,3468.6,3590.35,2596.9,1143.6,1222.04,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,NO",TOTAL,RW,OVBK,NO,14596.97,14128.28,13190.76,11798.44,9931.28,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,PL",TOTAL,RW,OVBK,PL,47890.95,51905.39,45967.59,41156.53,38473.01,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,PT",TOTAL,RW,OVBK,PT,17694.6,17438.6,15085.28,0.0,12075.47,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,RO",TOTAL,RW,OVBK,RO,18696.72,16828.59,16224.13,17430.02,14075.9,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,SE",TOTAL,RW,OVBK,SE,88868.52,83422.92,89160.0,83400.0,72210.0,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,SI",TOTAL,RW,OVBK,SI,4043.34,5523.77,5521.87,3641.14,3192.06,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,SK",TOTAL,RW,OVBK,SK,8626.26,10852.61,10327.32,9399.35,10114.34,,,,,,,
"A,TOTAL,RW,THS_M3,OVBK,UK",TOTAL,RW,OVBK,UK,,12505.35,11851.83,11344.61,9669.25,,,,,,,
"A,TOTAL,RW,THS_M3,UNBK,AT",TOTAL,RW,UNBK,AT,18420.27,19192.06,17549.53,18020.68,16727.44,19135.0,17055.0,13276.0,15325.0,14960.0,,
"A,TOTAL,RW,THS_M3,UNBK,BE",TOTAL,RW,UNBK,BE,,5351.3,,,4395.0,5075.0,4765.0,4510.0,,,,
"A,TOTAL,RW,THS_M3,UNBK,BG",TOTAL,RW,UNBK,BG,5528.88,6529.12,6372.1,,4599.0,5992.0,4832.89,4783.9,3041.0,2685.0,,
"A,TOTAL,RW,THS_M3,UNBK,CH",TOTAL,RW,UNBK,CH,4769.55,4975.12,4356.61,4466.39,4701.78,5701.53,4800.0,9238.0,4288.0,4679.0,,
"A,TOTAL,RW,THS_M3,UNBK,CY",TOTAL,RW,UNBK,CY,10.03,10.95,10.6,,9.88,7.44,11.99,20.58,41.0,47.0,,
"A,TOTAL,RW,THS_M3,UNBK,CZ",TOTAL,RW,UNBK,CZ,,25689.0,16163.0,15061.0,15502.0,17678.0,15140.0,14441.0,13491.0,11950.0,,
"A,TOTAL,RW,THS_M3,UNBK,DE",TOTAL,RW,UNBK,DE,82411.37,75232.66,55612.74,52338.13,48073.27,62290.0,51182.0,53710.0,38207.0,39813.0,,
